record_id,date,year_month,day_name,machine_id,machine_model,city,payment_method,total_liters_sold,total_gross_sales_mxn,cash_received_mxn,change_given_mxn,estimated_tickets,avg_ticket_mxn,tank_capacity_per_product_l,reorder_point_l,stockout_flag,stockout_minutes_total,service_status,temperature_cdmx_c,is_weekend,notes,data_quality_issue_flag,intentional_issue_type,suggested_outlier_treatment,liters_des,revenue_des_mxn,closing_inventory_des_l,liters_det_ropa,revenue_det_ropa_mxn,closing_inventory_det_ropa_l,liters_det_blanca,revenue_det_blanca_mxn,closing_inventory_det_blanca_l,liters_multi,revenue_multi_mxn,closing_inventory_multi_l,liters_suav,revenue_suav_mxn,closing_inventory_suav_l,liters_lavat,revenue_lavat_mxn,closing_inventory_lavat_l,liters_det_oscura,revenue_det_oscura_mxn,closing_inventory_det_oscura_l,cash_net_mxn,cash_difference_mxn,expected_revenue_des_mxn,expected_revenue_det_ropa_mxn,expected_revenue_det_blanca_mxn,expected_revenue_multi_mxn,expected_revenue_suav_mxn,expected_revenue_lavat_mxn,expected_revenue_det_oscura_mxn,expected_total_gross_sales_mxn,sales_calculation_difference_mxn,analysis_month,total_liters_sold_iqr_outlier,total_gross_sales_mxn_iqr_outlier,cash_received_mxn_iqr_outlier,change_given_mxn_iqr_outlier,estimated_tickets_iqr_outlier,avg_ticket_mxn_iqr_outlier,stockout_minutes_total_iqr_outlier,temperature_cdmx_c_iqr_outlier,total_iqr_outlier_flags,drop_reason,drop_flag,outlier_treatment_decision,total_gross_sales_mxn_treated,total_liters_sold_treated
R000319,2025-11-15,2025-11,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,51,1125,1125,0,26,43.27,100,20,False,0,Operational,17.5,True,,False,,No issue,6,180,49,8,160,52,6,150,61,14,210,32,6,150,80,7.0,175,36,4,100,48,1125,0,180,160,150,210,150,175.0,100,1125.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,1125,51
R000320,2025-11-16,2025-11,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,88,1965,1965,0,58,33.88,100,20,False,0,Operational,15.8,True,,False,,No issue,10,300,39,17,340,35,9,225,52,20,300,12,9,225,71,14.0,350,22,9,225,39,1965,0,300,340,225,300,225,350.0,225,1965.0,0.0,2025-11,True,True,True,False,True,False,False,False,4,,False,Keep,1965,88
R000321,2025-11-17,2025-11,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,29,650,660,10,18,36.11,100,20,False,0,Operational,17.4,False,,False,,No issue,3,90,36,6,120,29,3,75,49,6,90,94,3,75,68,5.0,125,95,3,75,36,650,0,90,120,75,90,75,125.0,75,650.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,650,29
R000322,2025-11-18,2025-11,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,710,710,0,13,54.62,100,20,False,0,Operational,19.8,False,,False,,No issue,3,90,33,7,140,22,3,75,46,7,105,87,4,100,64,5.0,125,90,3,75,33,710,0,90,140,75,105,100,125.0,75,710.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,710,32
R000323,2025-11-19,2025-11,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,970,970,0,18,53.89,100,20,False,0,Operational,28.6,False,,False,,No issue,5,150,28,9,180,91,4,100,42,11,165,76,4,100,60,6.0,150,84,5,125,28,970,0,150,180,100,165,100,150.0,125,970.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,970,44
R000324,2025-11-20,2025-11,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,29,645,665,20,20,32.25,100,20,False,0,Operational,19.6,False,,False,,No issue,3,90,25,7,140,84,3,75,39,6,90,70,3,75,57,4.0,100,80,3,75,25,645,0,90,140,75,90,75,100.0,75,645.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,645,29
R000325,2025-11-21,2025-11,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,835,835,0,19,43.95,100,20,False,0,Operational,28.4,False,,False,,No issue,4,120,21,8,160,76,4,100,35,7,105,63,5,125,52,6.0,150,74,3,75,22,835,0,120,160,100,105,125,150.0,75,835.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,835,37
R000326,2025-11-22,2025-11,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,945,945,0,25,37.8,100,20,False,0,Operational,14.1,True,,False,,No issue,5,150,95,8,160,68,5,125,30,9,135,54,6,150,46,5.0,125,69,4,100,18,945,0,150,160,125,135,150,125.0,100,945.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,945,42
R000327,2025-11-23,2025-11,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,890,890,0,17,52.35,100,20,False,0,Operational,27.0,True,,False,,No issue,3,90,92,10,200,58,4,100,26,10,150,44,5,125,41,5.0,125,64,4,100,96,890,0,90,200,100,150,125,125.0,100,890.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,890,41
R000328,2025-11-24,2025-11,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,870,870,0,28,31.07,100,20,False,0,Operational,25.7,False,,False,,No issue,5,150,87,6,120,52,4,100,22,10,150,34,6,150,35,5.0,125,59,3,75,93,870,0,150,120,100,150,150,125.0,75,870.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,870,39
R000329,2025-11-25,2025-11,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,950,1000,50,19,50.0,100,20,False,0,Operational,15.5,False,,False,,No issue,4,120,83,10,200,42,5,125,95,12,180,22,5,125,30,5.0,125,54,3,75,90,950,0,120,200,125,180,125,125.0,75,950.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,950,44
R000330,2025-11-26,2025-11,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,775,795,20,15,51.67,100,20,False,0,Operational,12.8,False,,False,,No issue,4,120,79,6,120,36,3,75,92,9,135,91,4,100,26,6.0,150,48,3,75,87,775,0,120,120,75,135,100,150.0,75,775.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,775,35
R000331,2025-11-27,2025-11,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,745,745,0,25,29.8,100,20,False,0,Operational,23.8,False,,False,,No issue,3,90,76,8,160,28,3,75,89,8,120,83,5,125,95,4.0,100,44,3,75,84,745,0,90,160,75,120,125,100.0,75,745.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,745,34
R000332,2025-11-28,2025-11,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,705,705,0,22,32.05,100,20,False,0,Operational,14.9,False,,False,,No issue,3,90,73,6,120,22,4,100,85,8,120,75,3,75,92,5.0,125,39,3,75,81,705,0,90,120,100,120,75,125.0,75,705.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,705,32
R000333,2025-11-29,2025-11,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,45,1015,1065,50,19,53.42,100,20,False,0,Operational,30.2,True,,False,,No issue,4,120,69,10,200,90,4,100,81,8,120,67,7,175,85,8.0,200,31,4,100,77,1015,0,120,200,100,120,175,200.0,100,1015.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,1015,45
R000334,2025-11-30,2025-11,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,900,900,0,32,28.12,100,20,False,0,Operational,16.9,True,,False,,No issue,4,120,65,7,140,83,3,75,78,11,165,56,6,150,79,7.0,175,24,3,75,74,900,0,120,140,75,165,150,175.0,75,900.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,900,41
R000335,2025-12-01,2025-12,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,43,975,975,0,21,46.43,100,20,False,0,Operational,14.5,False,,False,,No issue,5,150,60,7,140,76,4,100,74,9,135,47,6,150,73,8.0,200,92,4,100,70,975,0,150,140,100,135,150,200.0,100,975.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,975,43
R000336,2025-12-02,2025-12,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,875,925,50,19,46.05,100,20,False,0,Operational,21.5,False,,False,,No issue,3,90,57,8,160,68,5,125,69,10,150,37,6,150,67,5.0,125,87,3,75,67,875,0,90,160,125,150,150,125.0,75,875.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,875,40
R000337,2025-12-03,2025-12,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,790,840,50,16,49.38,100,20,False,0,Operational,29.4,False,,False,,No issue,3,90,54,7,140,61,4,100,65,9,135,28,5,125,62,5.0,125,82,3,75,64,790,0,90,140,100,135,125,125.0,75,790.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,790,36
R000338,2025-12-04,2025-12,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,48,1060,1065,5,29,36.55,100,20,False,0,Operational,21.1,False,,False,,No issue,5,150,49,9,180,52,4,100,61,12,180,16,6,150,56,8.0,200,74,4,100,60,1060,0,150,180,100,180,150,200.0,100,1060.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1060,48
R000339,2025-12-05,2025-12,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,45,1015,1015,0,20,50.75,100,20,False,0,Operational,19.9,False,,False,,No issue,5,150,44,9,180,43,5,125,56,9,135,91,6,150,50,7.0,175,67,4,100,56,1015,0,150,180,125,135,150,175.0,100,1015.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1015,45
R000340,2025-12-06,2025-12,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,53,1175,1175,0,36,32.64,100,20,False,0,Operational,26.7,True,,False,,No issue,5,150,39,11,220,32,6,150,50,12,180,79,5,125,45,8.0,200,59,6,150,50,1175,0,150,220,150,180,125,200.0,150,1175.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1175,53
R000341,2025-12-07,2025-12,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,48,1055,1075,20,25,42.2,100,20,False,0,Operational,23.1,True,,False,,No issue,4,120,35,9,180,23,5,125,45,12,180,67,8,200,37,6.0,150,53,4,100,46,1055,0,120,180,125,180,200,150.0,100,1055.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1055,48
R000342,2025-12-08,2025-12,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,895,895,0,32,27.97,100,20,False,0,Operational,28.4,False,,False,,No issue,5,150,30,9,180,91,4,100,41,11,165,56,4,100,33,5.0,125,48,3,75,43,895,0,150,180,100,165,100,125.0,75,895.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,895,41
R000343,2025-12-09,2025-12,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,810,0,17,47.65,100,20,False,0,Operational,13.8,False,,False,,No issue,3,90,27,8,160,83,4,100,37,9,135,47,4,100,29,5.0,125,43,4,100,39,810,0,90,160,100,135,100,125.0,100,810.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000344,2025-12-10,2025-12,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,745,765,20,23,32.39,100,20,False,0,Operational,24.9,False,,False,,No issue,4,120,96,6,120,77,3,75,34,7,105,40,3,75,26,7.0,175,36,3,75,36,745,0,120,120,75,105,75,175.0,75,745.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,745,33
R000345,2025-12-11,2025-12,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,900,920,20,23,39.13,100,20,False,0,Operational,24.4,False,,False,,No issue,4,120,92,9,180,68,5,125,29,10,150,30,4,100,96,5.0,125,31,4,100,32,900,0,120,180,125,150,100,125.0,100,900.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,900,41
R000346,2025-12-12,2025-12,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,60,1315,1315,0,28,46.96,100,20,False,0,Operational,28.3,False,,False,,No issue,6,180,86,13,260,55,5,125,24,15,225,15,9,225,87,7.0,175,24,5,125,27,1315,0,180,260,125,225,225,175.0,125,1315.0,0.0,2025-12,True,True,True,False,False,False,False,False,3,,False,Keep,1315,60
R000347,2025-12-13,2025-12,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,50,1130,1150,20,40,28.25,100,20,False,0,Operational,21.9,True,,False,,No issue,6,180,80,12,240,43,6,150,94,9,135,91,7,175,80,6.0,150,18,4,100,23,1130,0,180,240,150,135,175,150.0,100,1130.0,0.0,2025-12,False,False,False,False,True,False,False,False,1,,False,Normal,1130,50
R000348,2025-12-14,2025-12,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,910,910,0,17,53.53,100,20,False,0,Operational,16.9,True,,False,,No issue,4,120,76,9,180,34,4,100,90,9,135,82,5,125,75,6.0,150,94,4,100,96,910,0,120,180,100,135,125,150.0,100,910.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,910,41
R000349,2025-12-15,2025-12,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,840,850,10,21,40.0,100,20,False,0,Operational,24.4,False,,False,,No issue,4,120,72,8,160,26,4,100,86,9,135,73,4,100,71,6.0,150,88,3,75,93,840,0,120,160,100,135,100,150.0,75,840.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,840,38
R000350,2025-12-16,2025-12,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,825,875,50,19,43.42,100,20,False,0,Operational,13.2,False,,False,,No issue,3,90,69,8,160,92,4,100,82,10,150,63,4,100,67,5.0,125,83,4,100,89,825,0,90,160,100,150,100,125.0,100,825.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,825,38
R000351,2025-12-17,2025-12,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,730,735,5,15,48.67,100,20,False,0,Operational,13.2,False,,False,,No issue,2,60,67,8,160,84,4,100,78,9,135,54,4,100,63,4.0,100,79,3,75,86,730,0,60,160,100,135,100,100.0,75,730.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,730,34
R000352,2025-12-18,2025-12,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,850,850,0,19,44.74,100,20,False,0,Operational,20.2,False,,False,,No issue,4,120,63,8,160,76,3,75,75,8,120,46,5,125,58,6.0,150,73,4,100,82,850,0,120,160,75,120,125,150.0,100,850.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,850,38
R000353,2025-12-19,2025-12,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,825,825,0,17,48.53,100,20,False,0,Operational,17.8,False,,False,,No issue,4,120,59,8,160,68,4,100,71,8,120,38,4,100,54,5.0,125,68,4,100,78,825,0,120,160,100,120,100,125.0,100,825.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,825,37
R000354,2025-12-20,2025-12,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1010,1020,10,35,28.86,100,20,False,0,Operational,21.9,True,,False,,No issue,4,120,55,8,160,60,5,125,66,12,180,26,5,125,49,8.0,200,60,4,100,74,1010,0,120,160,125,180,125,200.0,100,1010.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1010,46
R000355,2025-12-21,2025-12,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,825,845,20,15,55.0,100,20,False,0,Operational,27.6,True,,False,,No issue,4,120,51,8,160,52,4,100,62,8,120,18,5,125,44,5.0,125,55,3,75,71,825,0,120,160,100,120,125,125.0,75,825.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,825,37
R000356,2025-12-22,2025-12,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,835,835,0,16,52.19,100,20,False,0,Operational,17.1,False,,False,,No issue,3,90,48,8,160,44,4,100,58,9,135,91,4,100,40,7.0,175,48,3,75,68,835,0,90,160,100,135,100,175.0,75,835.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,835,38
R000357,2025-12-23,2025-12,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,84,1840,1850,10,46,40.0,100,20,False,0,Operational,30.2,False,,False,,No issue,8,240,40,18,360,26,9,225,49,21,315,70,9,225,31,13.0,325,35,6,150,62,1840,0,240,360,225,315,225,325.0,150,1840.0,0.0,2025-12,True,True,True,False,True,False,False,False,4,,False,Keep,1840,84
R000358,2025-12-24,2025-12,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1045,1050,5,25,41.8,100,20,False,0,Operational,13.1,False,,False,,No issue,5,150,35,11,220,89,4,100,45,10,150,60,6,150,25,7.0,175,28,4,100,58,1045,0,150,220,100,150,150,175.0,100,1045.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1045,47
R000359,2025-12-25,2025-12,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,840,840,0,24,35.0,100,20,False,0,Operational,17.5,False,,False,,No issue,4,120,31,6,120,83,4,100,41,10,150,50,5,125,95,6.0,150,22,3,75,55,840,0,120,120,100,150,125,150.0,75,840.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,840,38
R000360,2025-12-26,2025-12,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,835,845,10,24,34.79,100,20,False,0,Operational,21.1,False,,False,,No issue,4,120,27,7,140,76,4,100,37,10,150,40,4,100,91,6.0,150,94,3,75,52,835,0,120,140,100,150,100,150.0,75,835.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,835,38
R000361,2025-12-27,2025-12,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,52,1160,1180,20,38,30.53,100,20,False,0,Operational,15.7,True,,False,,No issue,4,120,23,10,200,66,6,150,31,11,165,29,7,175,84,9.0,225,85,5,125,47,1160,0,120,200,150,165,175,225.0,125,1160.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1160,52
R000362,2025-12-28,2025-12,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,55,1200,1250,50,27,44.44,100,20,False,0,Operational,26.4,True,,False,,No issue,5,150,95,12,240,54,5,125,26,14,210,15,6,150,78,9.0,225,76,4,100,43,1200,0,150,240,125,210,150,225.0,100,1200.0,0.0,2025-12,True,False,True,False,False,False,False,False,2,,False,Keep,1200,55
R000363,2025-12-29,2025-12,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,48,1080,1080,0,34,31.76,100,20,False,0,Operational,17.6,False,,False,,No issue,5,150,90,11,220,43,5,125,21,9,135,91,7,175,71,7.0,175,69,4,100,39,1080,0,150,220,125,135,175,175.0,100,1080.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1080,48
R000364,2025-12-30,2025-12,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1025,1025,0,25,41.0,100,20,False,0,Operational,15.5,False,,False,,No issue,3,90,87,7,140,36,6,150,94,13,195,78,6,150,65,8.0,200,61,4,100,35,1025,0,90,140,150,195,150,200.0,100,1025.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1025,47
R000365,2025-12-31,2025-12,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,48,1045,1055,10,21,49.76,100,20,False,0,Operational,26.0,False,,False,,No issue,5,150,82,8,160,28,5,125,89,14,210,64,5,125,60,7.0,175,54,4,100,31,1045,0,150,160,125,210,125,175.0,100,1045.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,1045,48
R999007,2025-08-17,2025-08,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,690,695,5,13,53.08,100,20,False,0,Operational,,True,Intentional data quality issue,True,Missing temperature value,Review,3,90,44,6,120,94,3,75,50,7,105,21,5,125,47,5.0,125,25,2,50,62,690,0,90,120,75,105,125,125.0,50,690.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,690,31
R999009,2025-10-04,2025-10,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,690,695,5,13,53.08,100,20,True,1320,Stockout,11.9,True,Intentional data quality issue,True,Extreme stockout minutes but operationally possible,Cap,3,90,44,6,120,94,3,75,50,7,105,21,5,125,47,5.0,125,25,2,50,62,690,0,90,120,75,105,125,125.0,50,690.0,0.0,2025-10,False,False,False,False,False,False,True,False,1,,False,Normal,690,31
R999010,2025-11-07,2025-11,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,690,695,5,13,53.08,100,20,False,0,Operational,11.9,False,Intentional data quality issue,True,Closing inventory above 100L tank capacity,Drop,3,90,44,6,120,94,3,75,50,7,105,135,5,125,47,5.0,125,25,2,50,62,690,0,90,120,75,105,125,125.0,50,690.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,690,31
R999011,2025-12-18,2025-12,Thursday,,GenkiClean Vending 7x100L,CDMX,Efectivo,31,690,695,5,13,53.08,100,20,False,0,Operational,11.9,False,Intentional data quality issue,True,Missing machine identifier,Drop,3,90,44,6,120,94,3,75,50,7,105,21,5,125,47,5.0,125,25,2,50,62,690,0,90,120,75,105,125,125.0,50,690.0,0.0,2025-12,False,False,False,False,False,False,False,False,0,,False,Normal,690,31
